rack,sampledate,sampletime,temperature,light_intensity
1,2017-07-06,2017-07-06T00:23:00Z,13.558,75.3
1,2017-07-06,2017-07-06T00:53:00Z,13.558,43.1
1,2017-07-06,2017-07-06T01:23:00Z,13.461,43.1
1,2017-07-06,2017-07-06T01:53:00Z,13.461,53.8
1,2017-07-06,2017-07-06T02:23:00Z,13.461,86.1
1,2017-07-06,2017-07-06T02:53:00Z,13.461,139.9
1,2017-07-06,2017-07-06T03:23:00Z,13.461,269.1
1,2017-07-06,2017-07-06T03:53:00Z,13.365,226
1,2017-07-06,2017-07-06T04:23:00Z,13.365,236.8
1,2017-07-06,2017-07-06T04:53:00Z,13.365,441.3
1,2017-07-06,2017-07-06T05:23:00Z,13.269,538.2
1,2017-07-06,2017-07-06T05:53:00Z,13.269,645.8
1,2017-07-06,2017-07-06T06:23:00Z,13.269,699.7
1,2017-07-06,2017-07-06T06:53:00Z,13.173,839.6
1,2017-07-06,2017-07-06T07:23:00Z,13.173,1377.8
1,2017-07-06,2017-07-06T07:53:00Z,13.173,1216.3
1,2017-07-06,2017-07-06T08:23:00Z,13.173,1280.9
1,2017-07-06,2017-07-06T08:53:00Z,13.173,1270.1
1,2017-07-06,2017-07-06T09:23:00Z,13.076,1173.3
1,2017-07-06,2017-07-06T09:53:00Z,13.076,2066.7
1,2017-07-06,2017-07-06T10:23:00Z,13.173,3788.9
1,2017-07-06,2017-07-06T10:53:00Z,13.173,3961.1
1,2017-07-06,2017-07-06T11:23:00Z,13.269,3961.1
1,2017-07-06,2017-07-06T11:53:00Z,13.365,5511.1
1,2017-07-06,2017-07-06T12:23:00Z,13.365,5338.9
1,2017-07-06,2017-07-06T12:53:00Z,13.461,6200
1,2017-07-06,2017-07-06T13:23:00Z,13.461,7233.4
1,2017-07-06,2017-07-06T13:53:00Z,13.269,3444.5
1,2017-07-06,2017-07-06T14:23:00Z,13.269,2411.1
1,2017-07-06,2017-07-06T14:53:00Z,13.269,2669.5
1,2017-07-06,2017-07-06T15:23:00Z,13.173,1722.2
1,2017-07-06,2017-07-06T15:53:00Z,13.269,4650
1,2017-07-06,2017-07-06T16:23:00Z,13.365,6200
1,2017-07-06,2017-07-06T16:53:00Z,13.365,3961.1
1,2017-07-06,2017-07-06T17:23:00Z,13.461,6544.5
1,2017-07-06,2017-07-06T17:53:00Z,13.461,4822.3
1,2017-07-06,2017-07-06T18:23:00Z,13.365,1550
1,2017-07-06,2017-07-06T18:53:00Z,13.558,3961.1
1,2017-07-06,2017-07-06T19:23:00Z,13.558,1980.6
1,2017-07-06,2017-07-06T19:53:00Z,13.558,731.9
1,2017-07-06,2017-07-06T20:23:00Z,13.558,979.5
1,2017-07-06,2017-07-06T20:53:00Z,13.558,742.7
1,2017-07-06,2017-07-06T21:23:00Z,13.558,570.5
1,2017-07-06,2017-07-06T21:53:00Z,13.558,301.4
1,2017-07-06,2017-07-06T22:23:00Z,13.558,312.2
1,2017-07-06,2017-07-06T22:53:00Z,13.461,161.5
1,2017-07-06,2017-07-06T23:23:00Z,13.461,96.9
1,2017-07-06,2017-07-06T23:53:00Z,13.461,21.5
1,2017-07-07,2017-07-07T00:23:00Z,13.365,21.5
1,2017-07-07,2017-07-07T00:53:00Z,13.269,10.8
1,2017-07-07,2017-07-07T01:23:00Z,13.269,10.8
1,2017-07-07,2017-07-07T01:53:00Z,13.269,10.8
1,2017-07-07,2017-07-07T02:23:00Z,13.269,21.5
1,2017-07-07,2017-07-07T02:53:00Z,13.173,32.3
1,2017-07-07,2017-07-07T03:23:00Z,12.787,53.8
1,2017-07-07,2017-07-07T03:53:00Z,12.497,107.6
1,2017-07-07,2017-07-07T04:23:00Z,12.207,215.3
1,2017-07-07,2017-07-07T04:53:00Z,12.11,322.9
1,2017-07-07,2017-07-07T05:23:00Z,12.013,312.2
1,2017-07-07,2017-07-07T05:53:00Z,12.013,742.7
1,2017-07-07,2017-07-07T06:23:00Z,12.013,1808.3
1,2017-07-07,2017-07-07T06:53:00Z,12.11,2325
1,2017-07-07,2017-07-07T07:23:00Z,12.11,2411.1
1,2017-07-07,2017-07-07T07:53:00Z,12.11,1894.5
1,2017-07-07,2017-07-07T08:23:00Z,12.207,2325
1,2017-07-07,2017-07-07T08:53:00Z,12.207,2066.7
1,2017-07-07,2017-07-07T09:23:00Z,12.207,2755.6
1,2017-07-07,2017-07-07T09:53:00Z,12.304,4133.4
1,2017-07-07,2017-07-07T10:23:00Z,12.401,3444.5
1,2017-07-07,2017-07-07T10:53:00Z,12.594,6200
1,2017-07-07,2017-07-07T11:23:00Z,12.787,8611.2
1,2017-07-07,2017-07-07T11:53:00Z,12.787,6544.5
1,2017-07-07,2017-07-07T12:23:00Z,12.787,5511.1
1,2017-07-07,2017-07-07T12:53:00Z,13.076,12400.1
1,2017-07-07,2017-07-07T13:23:00Z,12.98,5511.1
1,2017-07-07,2017-07-07T13:53:00Z,13.173,7233.4
1,2017-07-07,2017-07-07T14:23:00Z,12.69,6544.5
1,2017-07-07,2017-07-07T14:53:00Z,12.883,11711.2
1,2017-07-07,2017-07-07T15:23:00Z,12.594,5338.9
1,2017-07-07,2017-07-07T15:53:00Z,12.98,11022.3
1,2017-07-07,2017-07-07T16:23:00Z,12.98,5511.1
1,2017-07-07,2017-07-07T16:53:00Z,12.883,5511.1
1,2017-07-07,2017-07-07T17:23:00Z,13.173,15155.7
1,2017-07-07,2017-07-07T17:53:00Z,12.883,3961.1
1,2017-07-07,2017-07-07T18:23:00Z,12.98,5166.7
1,2017-07-07,2017-07-07T18:53:00Z,13.173,7577.8
1,2017-07-07,2017-07-07T19:23:00Z,12.883,1636.1
1,2017-07-07,2017-07-07T19:53:00Z,12.787,818.1
1,2017-07-07,2017-07-07T20:23:00Z,12.98,1227.1
1,2017-07-07,2017-07-07T20:53:00Z,13.076,764.2
1,2017-07-07,2017-07-07T21:23:00Z,13.076,613.5
1,2017-07-07,2017-07-07T21:53:00Z,13.076,441.3
1,2017-07-07,2017-07-07T22:23:00Z,12.98,226
1,2017-07-07,2017-07-07T22:53:00Z,12.98,161.5
1,2017-07-07,2017-07-07T23:23:00Z,12.98,75.3
1,2017-07-07,2017-07-07T23:53:00Z,12.98,32.3
1,2017-07-08,2017-07-08T00:23:00Z,12.98,21.5
1,2017-07-08,2017-07-08T00:53:00Z,12.883,10.8
1,2017-07-08,2017-07-08T01:23:00Z,12.883,10.8
1,2017-07-08,2017-07-08T01:53:00Z,12.883,10.8
1,2017-07-08,2017-07-08T02:23:00Z,12.883,32.3
1,2017-07-08,2017-07-08T02:53:00Z,12.69,75.3
1,2017-07-08,2017-07-08T03:23:00Z,12.69,139.9
1,2017-07-08,2017-07-08T03:53:00Z,12.69,193.8
1,2017-07-08,2017-07-08T04:23:00Z,12.69,236.8
1,2017-07-08,2017-07-08T04:53:00Z,12.594,430.6
1,2017-07-08,2017-07-08T05:23:00Z,12.594,635.1
1,2017-07-08,2017-07-08T05:53:00Z,12.69,893.4
1,2017-07-08,2017-07-08T06:23:00Z,12.69,667.4
1,2017-07-08,2017-07-08T06:53:00Z,12.69,1377.8
1,2017-07-08,2017-07-08T07:23:00Z,12.787,1636.1
1,2017-07-08,2017-07-08T07:53:00Z,12.787,1980.6
1,2017-07-08,2017-07-08T08:23:00Z,12.883,2152.8
1,2017-07-08,2017-07-08T08:53:00Z,12.883,2927.8
1,2017-07-08,2017-07-08T09:23:00Z,13.076,1894.5
1,2017-07-08,2017-07-08T09:53:00Z,12.98,1808.3
1,2017-07-08,2017-07-08T10:23:00Z,13.076,1324
1,2017-07-08,2017-07-08T10:53:00Z,13.269,4994.5
1,2017-07-08,2017-07-08T11:23:00Z,13.365,9300.1
1,2017-07-08,2017-07-08T11:53:00Z,13.558,6200
1,2017-07-08,2017-07-08T12:23:00Z,13.461,4650
1,2017-07-08,2017-07-08T12:53:00Z,13.173,3961.1
1,2017-07-08,2017-07-08T13:23:00Z,13.173,1237.9
1,2017-07-08,2017-07-08T13:53:00Z,13.654,4994.5
1,2017-07-08,2017-07-08T14:23:00Z,13.461,3100
1,2017-07-08,2017-07-08T14:53:00Z,13.558,3444.5
1,2017-07-08,2017-07-08T15:23:00Z,13.846,7233.4
1,2017-07-08,2017-07-08T15:53:00Z,13.846,6200
1,2017-07-08,2017-07-08T16:23:00Z,13.654,2669.5
1,2017-07-08,2017-07-08T16:53:00Z,14.038,6544.5
1,2017-07-08,2017-07-08T17:23:00Z,13.654,1377.8
1,2017-07-08,2017-07-08T17:53:00Z,13.654,1334.7
1,2017-07-08,2017-07-08T18:23:00Z,13.654,1367
1,2017-07-08,2017-07-08T18:53:00Z,13.558,1270.1
1,2017-07-08,2017-07-08T19:23:00Z,13.461,592
1,2017-07-08,2017-07-08T19:53:00Z,13.365,355.2
1,2017-07-08,2017-07-08T20:23:00Z,13.461,301.4
1,2017-07-08,2017-07-08T20:53:00Z,13.558,118.4
1,2017-07-08,2017-07-08T21:23:00Z,13.558,452.1
1,2017-07-08,2017-07-08T21:53:00Z,13.654,204.5
1,2017-07-08,2017-07-08T22:23:00Z,13.558,150.7
1,2017-07-08,2017-07-08T22:53:00Z,13.461,64.6
1,2017-07-08,2017-07-08T23:23:00Z,13.461,86.1
1,2017-07-08,2017-07-08T23:53:00Z,13.461,32.3
1,2017-07-09,2017-07-09T00:23:00Z,13.365,0
1,2017-07-09,2017-07-09T00:53:00Z,13.269,0
1,2017-07-09,2017-07-09T01:23:00Z,13.365,0
1,2017-07-09,2017-07-09T01:53:00Z,13.461,0
1,2017-07-09,2017-07-09T02:23:00Z,13.461,10.8
1,2017-07-09,2017-07-09T02:53:00Z,13.365,10.8
1,2017-07-09,2017-07-09T03:23:00Z,13.269,10.8
1,2017-07-09,2017-07-09T03:53:00Z,13.076,43.1
1,2017-07-09,2017-07-09T04:23:00Z,12.98,53.8
1,2017-07-09,2017-07-09T04:53:00Z,12.883,172.2
1,2017-07-09,2017-07-09T05:23:00Z,12.883,344.4
1,2017-07-09,2017-07-09T05:53:00Z,12.787,753.5
1,2017-07-09,2017-07-09T06:23:00Z,12.883,527.4
1,2017-07-09,2017-07-09T06:53:00Z,12.787,1280.9
1,2017-07-09,2017-07-09T07:23:00Z,12.69,904.2
1,2017-07-09,2017-07-09T07:53:00Z,12.69,1151.7
1,2017-07-09,2017-07-09T08:23:00Z,12.594,1216.3
1,2017-07-09,2017-07-09T08:53:00Z,12.594,1980.6
1,2017-07-09,2017-07-09T09:23:00Z,12.401,1808.3
1,2017-07-09,2017-07-09T09:53:00Z,12.401,1377.8
1,2017-07-09,2017-07-09T10:23:00Z,12.401,2497.2
1,2017-07-09,2017-07-09T10:53:00Z,12.304,5166.7
1,2017-07-09,2017-07-09T11:23:00Z,12.401,3272.2
1,2017-07-09,2017-07-09T11:53:00Z,12.497,3616.7
1,2017-07-09,2017-07-09T12:23:00Z,12.401,2238.9
1,2017-07-09,2017-07-09T12:53:00Z,12.594,3961.1
1,2017-07-09,2017-07-09T13:23:00Z,12.69,3961.1
1,2017-07-09,2017-07-09T13:53:00Z,12.594,2583.4
1,2017-07-09,2017-07-09T14:23:00Z,12.69,5511.1
1,2017-07-09,2017-07-09T14:53:00Z,12.69,4305.6
1,2017-07-09,2017-07-09T15:23:00Z,12.69,6200
1,2017-07-09,2017-07-09T15:53:00Z,12.69,6544.5
1,2017-07-09,2017-07-09T16:23:00Z,12.69,6544.5
1,2017-07-09,2017-07-09T16:53:00Z,12.594,2755.6
1,2017-07-09,2017-07-09T17:23:00Z,12.69,6544.5
1,2017-07-09,2017-07-09T17:53:00Z,12.69,8266.7
1,2017-07-09,2017-07-09T18:23:00Z,12.594,3616.7
1,2017-07-09,2017-07-09T18:53:00Z,12.69,4133.4
1,2017-07-09,2017-07-09T19:23:00Z,12.69,2325
1,2017-07-09,2017-07-09T19:53:00Z,12.497,3272.2
1,2017-07-09,2017-07-09T20:23:00Z,12.304,2755.6
1,2017-07-09,2017-07-09T20:53:00Z,12.497,1280.9
1,2017-07-09,2017-07-09T21:23:00Z,12.497,947.2
1,2017-07-09,2017-07-09T21:53:00Z,12.497,581.3
1,2017-07-09,2017-07-09T22:23:00Z,12.401,376.7
1,2017-07-09,2017-07-09T22:53:00Z,12.401,215.3
1,2017-07-09,2017-07-09T23:23:00Z,12.304,129.2
1,2017-07-09,2017-07-09T23:53:00Z,12.304,64.6
1,2017-07-10,2017-07-10T00:23:00Z,12.304,32.3
1,2017-07-10,2017-07-10T00:53:00Z,12.304,21.5
1,2017-07-10,2017-07-10T01:23:00Z,12.207,10.8
1,2017-07-10,2017-07-10T01:53:00Z,12.11,32.3
1,2017-07-10,2017-07-10T02:23:00Z,12.013,53.8
1,2017-07-10,2017-07-10T02:53:00Z,11.916,75.3
1,2017-07-10,2017-07-10T03:23:00Z,11.819,118.4
1,2017-07-10,2017-07-10T03:53:00Z,11.722,215.3
1,2017-07-10,2017-07-10T04:23:00Z,11.722,269.1
1,2017-07-10,2017-07-10T04:53:00Z,11.722,613.5
1,2017-07-10,2017-07-10T05:23:00Z,11.819,484.4
1,2017-07-10,2017-07-10T05:53:00Z,11.819,570.5
1,2017-07-10,2017-07-10T06:23:00Z,11.916,1980.6
1,2017-07-10,2017-07-10T06:53:00Z,11.916,1808.3
1,2017-07-10,2017-07-10T07:23:00Z,11.819,2152.8
1,2017-07-10,2017-07-10T07:53:00Z,11.916,2325
1,2017-07-10,2017-07-10T08:23:00Z,11.819,979.5
1,2017-07-10,2017-07-10T08:53:00Z,11.819,1054.9
1,2017-07-10,2017-07-10T09:23:00Z,11.722,1894.5
1,2017-07-10,2017-07-10T09:53:00Z,11.625,3788.9
1,2017-07-10,2017-07-10T10:23:00Z,11.625,3272.2
1,2017-07-10,2017-07-10T10:53:00Z,11.625,2583.4
1,2017-07-10,2017-07-10T11:23:00Z,11.722,3961.1
1,2017-07-10,2017-07-10T11:53:00Z,11.625,1550
1,2017-07-10,2017-07-10T12:23:00Z,11.528,3100
1,2017-07-10,2017-07-10T12:53:00Z,11.528,4822.3
1,2017-07-10,2017-07-10T13:23:00Z,11.431,2497.2
1,2017-07-10,2017-07-10T13:53:00Z,11.334,2927.8
1,2017-07-10,2017-07-10T14:23:00Z,11.334,3272.2
1,2017-07-10,2017-07-10T14:53:00Z,11.334,2927.8
1,2017-07-10,2017-07-10T15:23:00Z,11.431,5511.1
1,2017-07-10,2017-07-10T15:53:00Z,11.528,9300.1
1,2017-07-10,2017-07-10T16:23:00Z,13.365,52355.9
1,2017-07-10,2017-07-10T16:53:00Z,11.528,4133.4
1,2017-07-10,2017-07-10T17:23:00Z,11.431,2411.1
1,2017-07-10,2017-07-10T17:53:00Z,11.431,2755.6
1,2017-07-10,2017-07-10T18:23:00Z,11.334,2497.2
1,2017-07-10,2017-07-10T18:53:00Z,11.236,1550
1,2017-07-10,2017-07-10T19:23:00Z,11.236,1636.1
1,2017-07-10,2017-07-10T19:53:00Z,11.139,1377.8
1,2017-07-10,2017-07-10T20:23:00Z,11.139,1237.9
1,2017-07-10,2017-07-10T20:53:00Z,11.236,1259.4
1,2017-07-10,2017-07-10T21:23:00Z,11.236,893.4
1,2017-07-10,2017-07-10T21:53:00Z,11.334,1022.6
1,2017-07-10,2017-07-10T22:23:00Z,11.431,624.3
1,2017-07-10,2017-07-10T22:53:00Z,11.431,279.9
1,2017-07-10,2017-07-10T23:23:00Z,11.334,172.2
1,2017-07-10,2017-07-10T23:53:00Z,11.334,64.6
1,2017-07-11,2017-07-11T00:23:00Z,11.236,21.5
1,2017-07-11,2017-07-11T00:53:00Z,11.236,10.8
1,2017-07-11,2017-07-11T01:23:00Z,11.139,10.8
1,2017-07-11,2017-07-11T01:53:00Z,11.236,10.8
1,2017-07-11,2017-07-11T02:23:00Z,11.236,21.5
1,2017-07-11,2017-07-11T02:53:00Z,11.236,43.1
1,2017-07-11,2017-07-11T03:23:00Z,11.236,86.1
1,2017-07-11,2017-07-11T03:53:00Z,11.236,118.4
1,2017-07-11,2017-07-11T04:23:00Z,11.236,204.5
1,2017-07-11,2017-07-11T04:53:00Z,11.236,667.4
1,2017-07-11,2017-07-11T05:23:00Z,11.236,581.3
1,2017-07-11,2017-07-11T05:53:00Z,11.139,645.8
1,2017-07-11,2017-07-11T06:23:00Z,11.041,1313.2
1,2017-07-11,2017-07-11T06:53:00Z,10.944,1636.1
1,2017-07-11,2017-07-11T07:23:00Z,10.944,2411.1
1,2017-07-11,2017-07-11T07:53:00Z,11.041,3616.7
1,2017-07-11,2017-07-11T08:23:00Z,11.041,3444.5
1,2017-07-11,2017-07-11T08:53:00Z,11.139,5338.9
1,2017-07-11,2017-07-11T09:23:00Z,11.139,5338.9
1,2017-07-11,2017-07-11T09:53:00Z,11.236,6200
1,2017-07-11,2017-07-11T10:23:00Z,11.334,6544.5
1,2017-07-11,2017-07-11T10:53:00Z,11.334,7233.4
1,2017-07-11,2017-07-11T11:23:00Z,11.431,8266.7
1,2017-07-11,2017-07-11T11:53:00Z,11.431,8611.2
1,2017-07-11,2017-07-11T12:23:00Z,11.431,8266.7
1,2017-07-11,2017-07-11T12:53:00Z,11.431,7577.8
1,2017-07-11,2017-07-11T13:23:00Z,11.431,9300.1
1,2017-07-11,2017-07-11T13:53:00Z,11.431,7577.8
1,2017-07-11,2017-07-11T14:23:00Z,11.722,17222.3
1,2017-07-11,2017-07-11T14:53:00Z,11.431,7577.8
1,2017-07-11,2017-07-11T15:23:00Z,11.528,8611.2
1,2017-07-11,2017-07-11T15:53:00Z,11.528,5511.1
1,2017-07-11,2017-07-11T16:23:00Z,11.819,10677.8
1,2017-07-11,2017-07-11T16:53:00Z,11.916,13089
1,2017-07-11,2017-07-11T17:23:00Z,11.916,14466.8
1,2017-07-11,2017-07-11T17:53:00Z,11.916,8266.7
1,2017-07-11,2017-07-11T18:23:00Z,12.013,7577.8
1,2017-07-11,2017-07-11T18:53:00Z,12.013,7577.8
1,2017-07-11,2017-07-11T19:23:00Z,11.819,2238.9
1,2017-07-11,2017-07-11T19:53:00Z,11.916,4650
1,2017-07-11,2017-07-11T20:23:00Z,11.916,3272.2
1,2017-07-11,2017-07-11T20:53:00Z,12.013,1808.3
1,2017-07-11,2017-07-11T21:23:00Z,12.013,1377.8
1,2017-07-11,2017-07-11T21:53:00Z,11.916,818.1
1,2017-07-11,2017-07-11T22:23:00Z,11.916,452.1
1,2017-07-11,2017-07-11T22:53:00Z,11.916,236.8
1,2017-07-11,2017-07-11T23:23:00Z,11.819,118.4
1,2017-07-11,2017-07-11T23:53:00Z,11.819,64.6
1,2017-07-12,2017-07-12T00:23:00Z,11.819,43.1
1,2017-07-12,2017-07-12T00:53:00Z,11.819,21.5
1,2017-07-12,2017-07-12T01:23:00Z,11.819,10.8
1,2017-07-12,2017-07-12T01:53:00Z,11.722,21.5
1,2017-07-12,2017-07-12T02:23:00Z,11.722,43.1
1,2017-07-12,2017-07-12T02:53:00Z,11.722,86.1
1,2017-07-12,2017-07-12T03:23:00Z,11.722,161.5
1,2017-07-12,2017-07-12T03:53:00Z,11.625,279.9
1,2017-07-12,2017-07-12T04:23:00Z,11.625,581.3
1,2017-07-12,2017-07-12T04:53:00Z,11.625,1119.5
1,2017-07-12,2017-07-12T05:23:00Z,11.625,1076.4
1,2017-07-12,2017-07-12T05:53:00Z,11.625,1722.2
1,2017-07-12,2017-07-12T06:23:00Z,11.625,2152.8
1,2017-07-12,2017-07-12T06:53:00Z,11.528,2583.4
1,2017-07-12,2017-07-12T07:23:00Z,11.334,2411.1
1,2017-07-12,2017-07-12T07:53:00Z,11.431,4305.6
1,2017-07-12,2017-07-12T08:23:00Z,11.431,3444.5
1,2017-07-12,2017-07-12T08:53:00Z,11.334,2238.9
1,2017-07-12,2017-07-12T09:23:00Z,11.431,2669.5
1,2017-07-12,2017-07-12T09:53:00Z,11.528,4822.3
1,2017-07-12,2017-07-12T10:23:00Z,11.528,5511.1
1,2017-07-12,2017-07-12T10:53:00Z,11.528,4994.5
1,2017-07-12,2017-07-12T11:23:00Z,11.625,6544.5
1,2017-07-12,2017-07-12T11:53:00Z,11.625,6544.5
1,2017-07-12,2017-07-12T12:23:00Z,11.528,5511.1
1,2017-07-12,2017-07-12T12:53:00Z,11.722,5511.1
1,2017-07-12,2017-07-12T13:23:00Z,11.819,6544.5
1,2017-07-12,2017-07-12T13:53:00Z,11.722,7233.4
1,2017-07-12,2017-07-12T14:23:00Z,11.819,7577.8
1,2017-07-12,2017-07-12T14:53:00Z,11.819,5511.1
1,2017-07-12,2017-07-12T15:23:00Z,11.722,4477.8
1,2017-07-12,2017-07-12T15:53:00Z,11.625,3444.5
1,2017-07-12,2017-07-12T16:23:00Z,11.819,5166.7
1,2017-07-12,2017-07-12T16:53:00Z,11.625,3961.1
1,2017-07-12,2017-07-12T17:23:00Z,11.625,2755.6
1,2017-07-12,2017-07-12T17:53:00Z,11.528,1894.5
1,2017-07-12,2017-07-12T18:23:00Z,11.236,2497.2
1,2017-07-12,2017-07-12T18:53:00Z,11.334,3788.9
1,2017-07-12,2017-07-12T19:23:00Z,11.528,3788.9
1,2017-07-12,2017-07-12T19:53:00Z,11.528,2583.4
1,2017-07-12,2017-07-12T20:23:00Z,11.236,1722.2
1,2017-07-12,2017-07-12T20:53:00Z,11.334,1291.7
1,2017-07-12,2017-07-12T21:23:00Z,11.334,882.6
1,2017-07-12,2017-07-12T21:53:00Z,11.334,570.5
1,2017-07-12,2017-07-12T22:23:00Z,11.236,204.5
1,2017-07-12,2017-07-12T22:53:00Z,11.236,96.9
1,2017-07-12,2017-07-12T23:23:00Z,11.236,53.8
1,2017-07-12,2017-07-12T23:53:00Z,11.139,21.5
1,2017-07-13,2017-07-13T00:23:00Z,11.139,0
1,2017-07-13,2017-07-13T00:53:00Z,11.041,0
1,2017-07-13,2017-07-13T01:23:00Z,11.139,0
1,2017-07-13,2017-07-13T01:53:00Z,11.139,0
1,2017-07-13,2017-07-13T02:23:00Z,11.236,10.8
1,2017-07-13,2017-07-13T02:53:00Z,11.236,21.5
1,2017-07-13,2017-07-13T03:23:00Z,11.236,32.3
1,2017-07-13,2017-07-13T03:53:00Z,11.236,226
1,2017-07-13,2017-07-13T04:23:00Z,11.236,409
1,2017-07-13,2017-07-13T04:53:00Z,11.236,581.3
1,2017-07-13,2017-07-13T05:23:00Z,11.139,624.3
1,2017-07-13,2017-07-13T05:53:00Z,11.139,807.3
1,2017-07-13,2017-07-13T06:23:00Z,11.139,1808.3
1,2017-07-13,2017-07-13T06:53:00Z,11.139,1894.5
1,2017-07-13,2017-07-13T07:23:00Z,11.236,1894.5
1,2017-07-13,2017-07-13T07:53:00Z,11.334,4133.4
1,2017-07-13,2017-07-13T08:23:00Z,11.431,4994.5
1,2017-07-13,2017-07-13T08:53:00Z,11.431,4994.5
1,2017-07-13,2017-07-13T09:23:00Z,11.431,4305.6
1,2017-07-13,2017-07-13T09:53:00Z,11.528,4994.5
1,2017-07-13,2017-07-13T10:23:00Z,11.722,8611.2
1,2017-07-13,2017-07-13T10:53:00Z,11.819,5166.7
1,2017-07-13,2017-07-13T11:23:00Z,11.819,4133.4
1,2017-07-13,2017-07-13T11:53:00Z,11.916,5511.1
1,2017-07-13,2017-07-13T12:23:00Z,12.304,17911.2
1,2017-07-13,2017-07-13T12:53:00Z,12.013,7233.4
1,2017-07-13,2017-07-13T13:23:00Z,12.207,9300.1
1,2017-07-13,2017-07-13T13:53:00Z,12.304,10333.4
1,2017-07-13,2017-07-13T14:23:00Z,12.401,10333.4
1,2017-07-13,2017-07-13T14:53:00Z,12.304,3788.9
1,2017-07-13,2017-07-13T15:23:00Z,12.207,2927.8
1,2017-07-13,2017-07-13T15:53:00Z,12.787,11022.3
1,2017-07-13,2017-07-13T16:23:00Z,12.787,6544.5
1,2017-07-13,2017-07-13T16:53:00Z,12.69,5338.9
1,2017-07-13,2017-07-13T17:23:00Z,12.883,8266.7
1,2017-07-13,2017-07-13T17:53:00Z,12.401,1162.5
1,2017-07-13,2017-07-13T18:23:00Z,12.401,861.1
1,2017-07-13,2017-07-13T18:53:00Z,12.401,1722.2
1,2017-07-13,2017-07-13T19:23:00Z,12.497,3616.7
1,2017-07-13,2017-07-13T19:53:00Z,12.497,2411.1
1,2017-07-13,2017-07-13T20:23:00Z,12.497,1463.9
1,2017-07-13,2017-07-13T20:53:00Z,12.497,1065.6
1,2017-07-13,2017-07-13T21:23:00Z,12.401,645.8
1,2017-07-13,2017-07-13T21:53:00Z,12.401,344.4
1,2017-07-13,2017-07-13T22:23:00Z,12.401,279.9
1,2017-07-13,2017-07-13T22:53:00Z,12.401,193.8
1,2017-07-13,2017-07-13T23:23:00Z,12.401,96.9
1,2017-07-13,2017-07-13T23:53:00Z,12.401,43.1
1,2017-07-14,2017-07-14T00:23:00Z,12.401,21.5
1,2017-07-14,2017-07-14T00:53:00Z,12.401,0
1,2017-07-14,2017-07-14T01:23:00Z,12.304,0
1,2017-07-14,2017-07-14T01:53:00Z,12.304,0
1,2017-07-14,2017-07-14T02:23:00Z,12.207,0
1,2017-07-14,2017-07-14T02:53:00Z,12.207,43.1
1,2017-07-14,2017-07-14T03:23:00Z,12.207,96.9
1,2017-07-14,2017-07-14T03:53:00Z,12.207,226
1,2017-07-14,2017-07-14T04:23:00Z,12.207,419.8
1,2017-07-14,2017-07-14T04:53:00Z,12.207,656.6
1,2017-07-14,2017-07-14T05:23:00Z,12.207,1001
1,2017-07-14,2017-07-14T05:53:00Z,12.11,861.1
1,2017-07-14,2017-07-14T06:23:00Z,12.207,1894.5
1,2017-07-14,2017-07-14T06:53:00Z,12.207,1280.9
1,2017-07-14,2017-07-14T07:23:00Z,12.207,2669.5
1,2017-07-14,2017-07-14T07:53:00Z,12.304,3444.5
1,2017-07-14,2017-07-14T08:23:00Z,12.304,4650
1,2017-07-14,2017-07-14T08:53:00Z,12.401,5166.7
1,2017-07-14,2017-07-14T09:23:00Z,12.497,4822.3
1,2017-07-14,2017-07-14T09:53:00Z,12.401,5166.7
1,2017-07-14,2017-07-14T10:23:00Z,12.594,6544.5
1,2017-07-14,2017-07-14T10:53:00Z,12.594,9300.1
1,2017-07-14,2017-07-14T11:23:00Z,12.69,9300.1
1,2017-07-14,2017-07-14T11:53:00Z,12.497,6200
1,2017-07-14,2017-07-14T12:23:00Z,12.497,5511.1
1,2017-07-14,2017-07-14T12:53:00Z,12.883,12400.1
1,2017-07-14,2017-07-14T13:23:00Z,12.69,7577.8
1,2017-07-14,2017-07-14T13:53:00Z,12.69,6544.5
1,2017-07-14,2017-07-14T14:23:00Z,12.594,4822.3
1,2017-07-14,2017-07-14T14:53:00Z,12.594,5166.7
1,2017-07-14,2017-07-14T15:23:00Z,12.787,5511.1
1,2017-07-14,2017-07-14T15:53:00Z,12.69,4994.5
1,2017-07-14,2017-07-14T16:23:00Z,12.787,4822.3
1,2017-07-14,2017-07-14T16:53:00Z,12.883,3100
1,2017-07-14,2017-07-14T17:23:00Z,12.883,2755.6
1,2017-07-14,2017-07-14T17:53:00Z,12.883,2927.8
1,2017-07-14,2017-07-14T18:23:00Z,12.98,2755.6
1,2017-07-14,2017-07-14T18:53:00Z,12.98,1980.6
1,2017-07-14,2017-07-14T19:23:00Z,12.883,968.8
1,2017-07-14,2017-07-14T19:53:00Z,12.883,818.1
1,2017-07-14,2017-07-14T20:23:00Z,12.883,645.8
1,2017-07-14,2017-07-14T20:53:00Z,12.883,796.5
1,2017-07-14,2017-07-14T21:23:00Z,12.883,1377.8
1,2017-07-14,2017-07-14T21:53:00Z,12.883,624.3
1,2017-07-14,2017-07-14T22:23:00Z,12.883,355.2
1,2017-07-14,2017-07-14T22:53:00Z,12.787,172.2
1,2017-07-14,2017-07-14T23:23:00Z,12.787,86.1
